,text,score,PredScore
3449,"With any rawhide type of chew there can be some risk to choking. Monitor your dog while he is ""brushing"" his teeth and you should be all set. I also like these chews because they don't have any of that bizarre doggy antiseptic chemical in them. Just the enzymes, thank you very much!",4.0,5.0
3450,MY CATS ABSOLUTELY GO NUTS WHEN I GIVE THEM THIS CATNIP. THEY ARE QUITE AMUSING TO WATCH.,4.0,5.0
3451,Purchased for gift. Easier to find decaf and cheaper ordering on line. Got just what I was looking for. I knew  the recipient of this gift would be happy,4.0,4.0
3452,"Scharffen Berger Bittersweet Dark Chocolate Bar, 70% Cacao is one of the better dark chocolates I've tried. It's not too bitter, and not too sweet. My normal preference is ""semi-sweet"" chocolate containing around 60% Cacao, but I enjoyed the 70% ""bittersweet"". It was just sweet enough for me. The chocolate is definitely better quality than the average mass market store shelf brands, and I recommend it.",4.0,3.0
3453,All  you need is just a little bit coconut oil for cooking or baking and it is very health for you.  You can smell the coconut during cooking and that is great for coconut and curry chicken dish.,4.0,5.0
3454,"These sardines are flavorful with a pleasing tomato sauce, but they should be with all of the salt. Plus, there's too much saturated fat to make these a regular staple. But they are a nice occasional treat.",4.0,2.0
3455,"The cinnamon tastes different than other cinnamon I have puchased in the grocery store.  The taste is more like red-hots candies than like regular cinnamon.  I haven't used it for baking yet, but it tastes great in hot chocolate.",4.0,4.0
3456,"My girlfriend and I love chai.  We have tried different kinds but we think this is one of the best.  It does not taste like any other sugarfree products.  We usually use low carb milk instead of water....it makes the drink creamier.  Do not put too much powder in the drink, you will have a problem dissolving it.",4.0,5.0
3457,"I purchased this in late february of 2012, and have gone through two boxes without one bag failing. Size is not an issue for my 30 lb dog. It can probably hold 3 times the size of one of his largest poops, with room to close it. I will buy this again.",4.0,2.0
3458,"Very tasty stuff!!! I heard all about how this is the greatest drink ever, although 99% of what I heard I believe is hype I'm sure some of the claims have their root in fact.  It really did help me get over some pretty nasty hangovers.",4.0,2.0
3459,"I prefer my coffee roasted much darker than this.  It would have been nice to have a little graphic showing where it fits on a light-medium-dark scale (unless it's there somewhere and I missed it).  Still, pretty tasty stuff",4.0,4.0
3460,"I love Macrobars, but I've noticed that the peanut goes first than the other flavors just sit around. From now on I won't be purchasing the variety pack.",4.0,3.0
3461,"My cholesterol doctor and dietitian recommended that I chew one of these 2 - 3 times daily with meals. They actually taste like caramel.  I don't know if they work yet as I am not due to have a cholesterol lab until the end of January.  One word of caution, don't chew these and take a drink of cool water afterwards.  What is left of the chew in your mouth will stick to the roof of your mouth like glue.  I take these in the middle of a meal and that does the trick.",4.0,3.0
3462,"This gum has a great aromatic flavor, and truly does help those with stomach issues.  I tend to go through 20 pieces in a setting, so large boxes do help.  Eat like chicklets, be a kid again.",4.0,4.0
3463,This stuff is real olive oil! It has been imported since the turn of the last century but it was mostly available only in the northeastern tier of the US. It is the only dealer that still ships a full gallon container. Sometimes there is a slight peppery sting with it; it is as smooth as good scotch!,4.0,4.0
3464,"I got these for my dogs to try. They LOVE them and they keep them busy for about an hour, chewing and licking to their hearts delight!",4.0,5.0
3465,"I bought this product for the health benefits of dark chocolate and pomegranate.  I believe, eaten in moderation, it can be a healthy chocolate treat.",4.0,5.0
3466,"This is a great coffee for hazelnut-flavor lovers.  It's a mild, medium bodied brew.  When I add sugar-free hazelnut creamer to this coffee, I don't even need any sugar.  The bulk price on Amazon is great right now.",4.0,5.0
3467,This product is extremely good.  It is very sweet so only use a little until you know how you like it.  I put it in my iced tea.  The only problem I have is that the shipping cost more than the product.  I can't drive right now or I would have bought it at the grocery store.  That's why I only gave it 4 stars.,4.0,4.0
3468,Using Maxwell House decaffeinated coffee bags is a great way to have a cup of coffee whenever you like without having to make a full pot of coffee. It's great at home and especailly convenient in the office when no one else wants a cup of coffee. Maxwell House decafeinated coffee bags is the greatest invention since the ATM. Thank you very much for this simple pleasure.,4.0,5.0
3469,"First off, this is a remarkable tea.  Very strong and worth the price.  The only thing wrong with it is the wrapping.  The cabinet I have the boxes of tea in are completely dirty now with tea grains.  Somehow, bits and pieces fall through the box and the plastic wrapping.  That's my only complaint.",4.0,4.0
3470,The whole 4 cereal boxes costs just $11..what an amazing buy..Thats what I thought when i bought it..but when it came in i found the 4 boxes each containing 256 grams in them..which makes them just as expensive as they are in the store or more..good cereal..need not buy it from amazon for this price..,4.0,3.0
3471,I really enjoy Quaker's products and the fact that they are more healthy than most other products. These were really good especially if you like raisins.,4.0,4.0
3472,"Yummm...I put this in my hot, brewed tea.  It is soooo good.  Just beware..it does have a high alcohol content. I would buy it again.",4.0,3.0
3473,"This is a great concept, period.  Small container of concentrated flavor that you can add to your drink until you get the flavor profile you want.  Infinite possibilities!  I also like this particular flavor a lot as it doesn't seem ""fakey"".",4.0,3.0
3474,"Better than microwave popcorn, I used to get this in stores but now have to order online. A little pricey, but delicious!!",4.0,5.0
3475,"I have tried most of the coffees, and I prefer Gloria Jean's French Vanilla 24 count K-cups.  This is the second time I have ordered from Amazon.com and I believe they are the best to order from and the fastest.",4.0,5.0
3476,"This is an excellent little zero calorie energy drink. That's right ZERO and it works. It contains a lot of good natural products that would probably benefit you if you bought them from a health store such as Niacin, Vitamin B6, Folic Acid, and B12 as well as some caffeine which really gives you a little kick and helps you jump start your day. Overall I think this is a great product and only down side is I just wish 'the kick' lasted a little longer.",4.0,4.0
3477,Its a little bit darker than I had expected but the flavor is nice. Brews a perfectly flavored 12oz travel mug. I will be purchasing this one again.,4.0,3.0
3478,I like to have the boxed meals that don't require refrigeration handy in my office for quick lunches. I have tried the Hornel and taco bell meals but they tend to be dry and very processed tasting. Healthy choice does take a little more preperation but it's worth the time because they taste better. The rice and pasta taste and feel more like the natural kind.,4.0,4.0
3479,"This is like a cross between english black, darjeeling and a lightly oxidized oolong.  I like it.",4.0,4.0
3480,"It is kinda weird writing reviews about food products, because, well, most people have different tastes.<br />That being said, I tore open the box, poured a bowl, and enjoyed what I tasted. If your a frosted flakes fan,<br />try these out to see if they are comparable. They stayed crispy in the milk, and had a nice crunch to them.",4.0,4.0
3481,"Makes a good lunch, especially with the addition of a bit of milk and butter.",4.0,4.0
3482,"I love it but it's a bit too sweet. I wish the sugar was less ,other then that it is pretty good breakfast.",4.0,4.0
3483,"This is my second purchase of The Pod World Blend Decaf. The flavor is good, and the pod is not only biodegradable, but I put them in my worm composter and the end up nourishing my plants.",4.0,4.0
3484,"I love greenies as a treat for my American Staffy.  She has never gotten sick after eating these treats.  They clean her teeth and keep her breath fresh.  Unfortunately they are very expensive and even at a discounted price, at $1+ per treat, it is quite pricey.  I may look at comporable brands that are less costly, since she eats any type of treat thrown her way.  I am lucky that she is not picky.",4.0,5.0
3485,"YES, these are wonderful and healthy cookies, but this is a rare bad deal from Amazon (really DAB Nutrition)- they are charging about $25 (including shipping).  In less than a minute of web searching I found the same quantity for about $15 shipped.  Enjoy the cookies, but buy from someone else until the price comes down.",4.0,3.0
3486,"This is the best price for Monster drinks that I have seen on the net so far. For the price if each ($1.58), plus with Amazon prime delivery it is hard to beat. If you like the regular low carb blue monster's then you will probably like this one. I drink these all the time, and this one is 0 carbs too!",4.0,5.0
3487,This nut spread is delicious and is not too sweet. It is especially good on sprouted raisin bread. Takes the place of peanut butter and is much healthier.,4.0,5.0
3488,"Delicious raw honey, really thick, with pieces of honeycomb.  Reminds me of my farm days when we took honey from the beehives. I use it in my oatmeal for sweetner and anti-inflammatory benefits; also mixed with a little soy milk when I have facial irritation. A little pricey, but if you like the best, this is it!",4.0,5.0
3489,"Our dog loves these and has one everyday for dental health, but you need to only give them to your dog when you will be able to watch them.  When the treat gets small the piece can become a choking hazard.",4.0,5.0
3490,"I wish I found the plastic refill packs instead of 6 giant metaL cans - seems like a lot of wasted packaging.  I just didn't know to look for them until much later.  But, its much cheaper from amazon than the gocery store.  Probably about the same price as costco but no tax here and super convenient. And, the formula mixes well, my kid loves it and (most importantly) his poops seem normal...not nasty formula poops if you know what I mean!",4.0,3.0
3491,well finally found runts.  i cant seem to find them at any of the stores anymore!?  not to bad on price,4.0,5.0
3492,"I love cold tea but hate the price charged for bottled teas. I found that making my own with Lipton's Mandarin Orange variety tea bags is a perfect substitute. I now have all the convenience of store bought cold tea for a fraction of the cost.<br /><br />(If interested in a longer review of a similar product that applies here, too, please check my review for  Lipton's Bavarian Wild Berry tea. I figured it didn't make sense to type the same thing twice. )",4.0,2.0
3493,"I love fruit-flavored coffees, especially blueberry. I also like darker roasts, and unfortunately, fruit flavors often have to be light roasts for the flavor to come through. This brand pulls off the ""Blueberry Muffin"" taste very well, while still being a medium roast that hasn't lost it's coffee-ness. I'm impressed!",4.0,4.0
3494,Love this product.  I have a peppermill and use this all the time.  The peppercorns are of a size that seem to grind evenly.  I Would recommend this product.,4.0,5.0
3495,Used this to make Nigella Lawson's Apple Martini (Nigella Express).  It knocked my socks off...,4.0,4.0
3496,"Liked this decaf brand.  I find that we can get 2 separate beverage servings from 1 k-cup.  Make sure you squeeze & shake the k-cup before reusing, and punch an new hole in the bottom, don't try to line up the first hole.  Really works, second cup will be a bit weaker.",4.0,4.0
3497,"Last fall I visited Quebec City and fell in love with maple syrup.  Now I'm back home and would like to do some baking, only problem is finding good and affordable maple sugar.  I found it with Coombs.  No wonder, I already use the syrup they produce.  This maple sugar is delicious and wonderful in baking.  Loved it.",4.0,5.0
3498,"Although these bags don't fit into the roll carrier I already own, I still prefer them to other bags.  They are super easy to open in the dark, or wearing gloves, or wearing gloves in the dark.  They don't crinkle too much either so if you have one or two stuffed in your coat pocket it doesn't make a racket. After running through a 5-pack of boxes, I'm about to make my first re-order.",4.0,4.0
3499,very good coffee but it is roasted is too dark for my taste would love to try same beans with different roast,4.0,4.0
3500,This is a great little after dinner gummy- these guys got it right! They captured the lychee flavor without being too sugary. The fact that each gummy comes individually wrapped is also a bonus- I keep these in a bowl in my kitchen and they can be enjoyed at any time!,4.0,5.0
3501,Great flavor and love the snap!  When your looking for something crunchy that isn't high in calories (a litle high in carbs though) these are amazing and you can have 17 crackers in a serving.  I was buying them at an natural health food store for $2.79 a package.  A much better deal for a case here on Amazon (about 1.00 less per package),4.0,4.0
3502,"A nice, full flavored black tea for the Tassimo system-- of course, it's open to question just how much time Tassimo tea saves versus a bag and kettle, and one can argue that the time spent making a pot of tea helps us unwind.<br /><br />And yet, there are times when one is rushing out the door or the kids are crying that a quality cuppa NOW is a luxury worth paying for. This is a nicely fragrant 'real' tea that's ready in seconds. Worth having on hand...",4.0,4.0
3503,I don't know why it didn't occur to me earlier to try to find my favorite Irish breakfast foods on Amazon.<br /><br />This is great!  You can get bangers too!<br /><br />I can make my favorite Ulster fry at home now!<br /><br />Thanks!,4.0,5.0
3504,"The honey tastes great, but unless you really love the taste, the flavor might get a little boring. Other than that, Stinger has the highest calorie count of all other gels out there and it's relatively inexpensive.",4.0,3.0
3505,Good Orgin Moyobamba Peru Coffee was very good.  Would buy again.  Very good taste. Packaged in small packages - that way you don't open too much at a time.,4.0,4.0
3506,This is great food for my Doberman. It was recommended by the vet. The only problem is how hard to find it is. Castor & Pollux doesn't seem to be very distributor/dealer friendly. So they make it difficult to support local pet stores.,4.0,5.0
3507,The variety pack lets us all get what we like.  We love to carry these as we travel.  My son loves the peanut butter and jelly variety.,4.0,5.0
3508,"I was unable to find B & M beans anywhere locally; then was so happy to find them on Amazon with no shipping if over $ amt. I ordered 2 cases and the beans are just as good as I remembered. Exception: in one case all the cans were dented (still usable, though) and the other none were dented.",4.0,5.0
3509,"After shopping around for some K-cups that were affordable, I decided to give Donut House a try.  We don't like the heavier French roast types or flavored coffees, so this brand and type are a good one for us. We like a light  to medium roast coffee.",4.0,4.0
3510,I think the licorice flavor is very weak and the gum is almost flavorless in about 10 minutes. Other people seem to disagree with me so maybe I have been ruined by eating too much really strong licorice over the years. I still enjoy the gum though so I will continue to buy it.,4.0,2.0
3511,Well the Taffy was good but I am not 100% sure I got what I ordered.  The advertized item had monsters on the outside of the box.  I have read on line that the taffy has 2 formulas and the one with monsters tastes different than the one without the monster image.  I'm not sure if this is true but I did want the monster kind.  It was good nevertheless.,4.0,3.0
3512,"Good flavor and it's a ""clean"" breakfast for our resident celiac. It's a favorite, basic breakfast. Good to use for desserts & other recipes as well.",4.0,5.0
3513,This was the best price for xylitol gum with 1 gram of xylitol per piece. A minimum of 6gr a day helps kill the harmful bacteria in your mouth.,4.0,5.0
3514,"I personally do not like macaroni and cheese, but my daughter loves it, we always have Kraft macaroni and cheese on hand, so I was interested in this product. Unfortunately, I showed her the box and she saw the word VEGGIE. I prepared this for her for dinner tonight and she ate it right up. Upon interrogation, she admitted it was pretty good (even if the word VEGGIE was on the box) and reported that it tasted ""about the same"" as the regular kind of Kraft macaroni and cheese...",4.0,4.0
3515,freshness is my #1 priority in making coffee. the smaller bags allow for a fresher product than the large bags. we also grind the coffee fresh every morning and store the beans in an airtight OXO pop top container. great everyday coffee that could only be improved by more depth of flavor.,4.0,4.0
3516,"I love these cookies, but in my last order I found five bags were opened, so due to the times we're living in, I only ate the pkgs. that were still sealed.  You would think the company would make sure all bags are sealed before sending them out to customers.  Also, some of the cookies tasted old, not fresh which was another let down for me.  I'm not sure I will be ordering these cookies again.",4.0,2.0
3517,"dark roast is good, the milder roasts are undrinkable.  the daily cost of this stuff is sky high, and i seem to run out way too fast, even buying 4 packs at a time!<br /><br />what a coffee habit!  very nice for an afternoon treat though . . .",4.0,4.0
3518,Watermelon Jolly Ranchers are by far the best flavor.  Jolly Ranchers are a great sucking candy  and if you put a watermelon and sour apple in your mouth at the same time you really have the best flavor.,4.0,5.0
3519,"I like this soup.  One of the problems with low fat or healthy is it frequently means an inferior or different taste to the regular, not so healthy stuff.  This soup doesn't suffer that particular problem.  If you like classic to eat, this is a nice substitute.",4.0,4.0
3520,I loved the softness of this cookie but not to keen on oatmeal but I will be buying more of these just not in that flavor. my kids loved the cookie!,4.0,4.0
3521,"I really like this product. It has good flavor and is not too salty, although I do find that you actually only need to use half the cheese sauce to get plenty of flavor. The seasoning packet was a really good too. We use this with ground turkey, but we found its really excellent with mushrooms too. The elbow macaroni is larger than the usual variety, making it a friendly size for kids to pick up. Its very similar to hamburger helper, and I think its really good.",4.0,4.0
3522,"I have 5 dogs and 3 have special diet need, but the freeze dried liver treats are something they all can have for daily treats. Small<br />packages don't last very long and this brand has big pieces that are easy to give. Amazon.com is the only place I have found the large package.",4.0,5.0
3523,Seller was great and the product is great.  The pieces were just much larger than I expected.  They are twice the size of the usual after dinner mints.,4.0,4.0
3524,"Great seasoning for rice and Japanese dishes. It is NOT vegetarian however, although the company makes another variation (one of many) that IS vegetarian... Very hard to find, so it's great that you can get it on Amazon now.",4.0,5.0
3525,"I have been trying to find some fresh mint for my iced tea but couldn't find a reliable source.  This tea is very nice if you like mint in your iced tea, I recommend it highly.",4.0,5.0
3526,"it's nice to know that the juice is organic and not from conventionally grown apples(which has pesticides, junky fertilizers etc.). you really can't tell the difference from this and the regular apple juice, which may be a good thing for my kids. all in all i'm pleased with the purchase.",4.0,4.0
3527,"I really liked this soup. With a little pepper and spice you got yourself a fantastic meal.<br /><br />Heads up to an 4HBers out there. This soup does contain potatoes. I wish I knew how much of the cards came from potatoes, but since I wasn't able to tell I stopped eating eat while on my 4HB diet. It's a good off-day snack though! :)",4.0,4.0
3528,My son is gluten free and casein free. These are great treat to have for lunches and special snacks. It's also nice they are egg free too.,4.0,5.0
3529,"I was advised by my veterinarian to start my cats on fish oil to build up their immune systems.  Two of them have have health issues since I adopted them as kittens.  They love the oil on their food and have put on weight, don't know yet if it has actually boosted their immune systems, only time will tell.",4.0,5.0
3530,"My son is allergic to soy (""modified vegetable protein"") which makes most canned and dried soups impossible for him to eat.  This one is a staple in our house, though, because it is soy and nut free.  Let's hope they do not change the recipe!",4.0,4.0
3531,"AMAZON.COM comes through again by offering DINTY MOORE HEARTY STEW at a good price, including shipping. The product itself is a good canned stew, and is a fine lunch or dinner item that is fast and easy to serve. This brand is about our favorite for this type of product. Availability in our area is somewhat spotty. So ordering from Amazon.Com is an easy choice. The last delivery had a couple of dinged cans, nothing very bad.",4.0,5.0
3532,"The price of this product wasn't any less than what I pay at the store, but it was less trouble having the 30 pound bag delivered to my door.  Packaging was excellent with no holes or tears.  Would have rated excellent had the price been better.",4.0,4.0
3533,"Sure, these noodles are some of the best out there, but a few weeks ago Amazon was selling them for $16 something, which was still more expensive than ordering directly from annie chuns website at 12 for $34.68. I used to be an enthusiastic amazon buyer but some of their prices have been absurdly inflated. There is no blaming gas prices anymore; if they continue to gouge prices ridiculously as they are, they will soon find themselves with the rest of the bankrupt lot.",4.0,2.0
3534,"The product arrived with a slightly damaged box.  Perhaps they can come up with a more effective packaging.  I cared because it was a christmas gift for someone. The important candies, thamselves, were excellent!",4.0,3.0
3535,These are good. But they are very expensive and they don't have very much in the box. They are very good berrys but some of the other brands are much better buys and have lots more berrys and servings.,4.0,4.0
3536,"It is a wonderful product. Very difficult to find, brings out the flavor of veggies.",4.0,5.0
3537,"ok so these arent good for you, but they make a nice filling snack when youre in a hurry and im bored so i thought id review them. try not to think too much about whats in them, just try to eat them quickly and your stomach will feel satisfied. if you;re me, which you probably aren't. i don't live on them but theyre a staple, and this is a good price for a whole case. thank you i think i will go have a can of them now. &lt;3",4.0,3.0
3538,"We managed to be ""alerted"" to a hoard of moths. I'm not sure if it's the little sqare of moth pheromones included, or the stickiness in general - but they definitely work. We are alerted. We have a lot of moths.",4.0,2.0
3539,"There are 6 different ""ready to shake on your food"" here! (Different peppers do taste ""didfferent"" too!) No ""grinding, chopping"" needed at all!",4.0,3.0
3540,"Love the combo packs for a fraction of the price as compared to a convenience store. These are delicious, portable, and even the pickiest eaters in the family love them. Great protein energy boost any time of day. Just be sure to keep these somewhere cool or the cheese melts.",4.0,5.0
3541,"I like powdered Gatorade, because I make it a lot weaker than the bottled stuff you get in the store.  It is much better for rehydration that way.  I wish they would sell other flavors besides lemon-lime.  My favorite is the blue kind!!!",4.0,4.0
3542,"I'm not generally a fan of canned pasta. Too often it tastes like kid food. But I like this when I'm too lazy to cook. Richer tasting sauce, and more beef plus large pasta shapes. More like you'd make yourself, but good when you're in a hurry. I top mine with a little grated parmesan for a satisfying quick meal for around a dollar.",4.0,4.0
3543,"I make own sausages back in Ireland and this is a great tool for stuffing the casings, only issue was the plastic piston got damaged on the 1st use but Amazon replaced the item for a new one",4.0,4.0
3544,"Very good, but they don't taste as much like grape as I'd hope. The kids don't know the difference though. Would buy again.",4.0,4.0
3545,"Tight fit to get it placed on the ball, but once it's in place the dogs love chewing this toy.",4.0,3.0
3546,"This is delicious cereal! It tastes so good, although for special K it's not especially nutrional. But if you don't mind the calories, it's a yummy cereal.",4.0,4.0
3547,"Jones is known for it's quirkly flavors. So it's a little surprising to see them come up with cream soda, which is a pretty regular flavor. It's not bad, the only thing is that Jones comes up with their own take of cream soda. To me it tasted a little metallic, certainly it's not your regular cream soda taste. So if it's your run of the mill cream soda flavor you're after, this isn't it. If you're a fan of Jones and want their take on their cream soda flavor, then it's definitely for you.",4.0,3.0
3548,"I am a confirmed black coffee drinker -- or so I thought, but the light sugar in this canned coffee is just the thing for drinking in the car.  I hadn't realized that it would be pre-sugared, but it is quite nice. No bitter taste, no tinned taste either, so I'm a happy camper and will be buying this to take with me on road trips.<br /><br />Thanks, Illy Issimo!",4.0,4.0
3549,"My daughters rabbit loves this stuff.  It came here in a timely manner.  Would have given it a 5 star rating but the shipping is as much as they hay : (  Other than that, Great!!",4.0,4.0
3550,"The smell and appearance of this coffee are very attractive when first opened. The bag is vacuum sealed. The coffee is very finely ground and has the soft texture of clay. The aroma is rich and delicious.<br />Opinions will differ on taste. While I liked it, my husband wasn't so keen on the flavor. I guess it depends on your feelings about chocolate.<br />Still . . . Folgers Gourmet Selections makes a decently priced chocolate coffee that smells just as good and tastes slightly better.",4.0,4.0
3551,"The taste and smell of the popcorn is great.  typically, a 6 ounce pack might leave 30-40 unpoppped kernels.  I don't understand if this is due to the popper or the kernels.",4.0,2.0
3552,"This is my favorite summer drink, but I drink it year round too. Gave it 4 stars because I hate that they changed the packaging and made the cans so small. It takes two to quench my thirst :(",4.0,3.0
3553,"My 8 1/2 and 13 1/2 year old children don't often get gluten free pancakes nor gluten free cereal when we are on the road, vacationing, and the Extreme Trail Mix is a great quick, filling, on the go breakfast!  It is a little sweet, but tasty, and they love the flavor!  I love the great, healthy ingredients -- sunflower seds, flax seeds, sesame seeds, coconut, raisins, cranberries almonds, and other nuts.  It fills them up and keeps them going until the next meal!",4.0,5.0
3554,"Knorr gravy, like all other gravies, is rather salty, but when you don't have time to make your own, you learn to sacrifice.",4.0,3.0
3555,"I only purchased this because it was offered to me free through Vine. I usually buy Starbucks whole bean coffee and grind it myself. I was very surprised at how good this coffee was, even though it was already ground. It is strong and rich and fresh. I'd definitely buy this again!",4.0,4.0
3556,This is a nice product.  It seems to help as it states it does--to calm and relax.  I mix it in my homemade unsweet ice tea to make it a little sweet because this product is actually very sweet like sugar.,4.0,4.0
3557,"I received a sample of Nescafe Memenot Caramel Latte with a sample can of catfood for my cat.  I didn't have high expectations, but tried it anyway.  Boy, was I surprised!  I really enjoyed the flavor and body and texture!<br /><br />The only problem I've had is finding it at any of my local shopping stops.  Publix, Target, Walmart, none of them have it.  Thanks to Amazon, again, for providing a product I couldn't find locally!",4.0,4.0
3558,"A few bottles were jumbled up in the box, which I think makes the gift look less attractive...but everything else was in great shape, and overall I am pleased with this purchase.",4.0,4.0
3559,"These are a bit small, and sorta pricey as other reviewers have mentioned, but I actually like the smaller size - the larger ones are a bit too much for me.  So these are perfect.  And since I can't find the mini ones in the store, this is a great option for me.  I also like the assortment because a big box of just one flavor would get pretty old after a while.  Wish there was a variety pack of the big sized ones for my husband.",4.0,4.0
3560,"I bought my first jar of Kraft's Vegemite (the Australian brand) and I must say the flavor is strong, salty, and slightly bitter.  Every morning I have a bit of Vegemite on my buttered toast.  I have quickly become very fond of this new morning ritual.  It is an excellent source of folic acid and B Vitamins.  I recommend that you experience the flavor sensation for yourself.",4.0,4.0
3561,"A good and healthy snack. Very good porions and fresh taste. The Salmon is a little spicy for my taste; however, not overwhellming. Great snack pack for when you are on the go or need a qucik snack in between meals.",4.0,4.0
3562,"...give this product 5 stars.  Yeah, it's not Star****s, but it's a quality cup of frothy Joe that will start the engine with smooth creaminess.  Plenty hot, but not a lot of coffee (don't use your mammoth ""venti"" cup, unless you use 2 of each disk, and even then...), it's nice to havethe option of using just the espresso disk if you need a jolt.",4.0,4.0
3563,"I am a huge fan of Hansen's sodas.<br /><br />This one has a crisp, refreshing taste. However, I don't taste the tangerine OR lime specifically. Instead, it tastes like a Sprite or lemon-lime.<br /><br />It tasted good, but I was disappointed I couldn't taste more tangerine.",4.0,2.0
3564,"I was expecting these to taste close to Maynards wine gums, but they simply just don't. That said, they're enjoyable. The pieces are bigger and denser than their Maynards counterpart. The flavors are *as* distinguishable if you don't look at the color before eating, but they're still pretty good.",4.0,3.0
3565,"Very good quality. I actually prefer honey roasted cashews even more however, these were good nonetheless. Would have liked a little more honey and salt.",4.0,4.0
3566,"but TASTY and organic and my husband loves them, me too. I put in the freezer because I thought that would help with the stickiness (probably honey?) but it was still a bit sticky, listen NOT dripping with goo just a little sticky enough that you will need to rinse your hands after but if you open and use the wrapper to hold it solves the problem! really TASTY I'd buy again my husband has said ""these are REALLY good about 4 times now....he's a picky eater.",4.0,4.0
3567,"I prefer the Gu to other gels because the texture is thicker, more like frosting. I find this more pleasant.<br /><br />The taste of this product is the best I have tried among gels.<br /><br />I prefer a low-caffeine option, and I appreciate that the box identifies that there are just a few mg of caffeine from the cocoa powder, no additional caffeine.",4.0,3.0
3568,"I purchased this product for moisturing and body rubs,(massages). It works well as both, does not stain clothing because the melting point is lower then skin temperature. The only thing I do not like is the odor is stronger then I like.",4.0,4.0
3569,I'm back on Amazon today to buy more to make iced coffee. I can't keep sending my husband out to dunkin donuts..  enjoy.,4.0,5.0
3570,The Moroccan Mint Green Tea by Stash is simply delightful.  I generally enjoy 1-3 cups a day (considering I have six boxes to consume) and each one is delicious.  The mint and lemongrass keep the tea from being too astringent.,4.0,5.0
3571,I did not get any ciders tho....and I did get alot of decafs but overall this is a good selection and I would order it again. It would have been a 5 star if it would have had a least one cider....thanks,4.0,3.0
3572,"Aloha!<br />I like it. I recently visited Hawaii and some of the coffee plantations on Big Island. Maybe the Blue Horse coffee is not the best Kona coffee, but it's worth the money. I will definitely buy it again.",4.0,4.0
3573,"El producto me lleg&oacute; en una semana hasta Costa Rica, lleg&oacute; en buen estado y es de buena calidad, le quito una estrella ya que me lleg&oacute; un dinosaurio diferente al que ponen en la foto pero aun asi estoy satisfecho con la compra.",4.0,5.0
3574,The 3 boxes of apple chips arrived dented and some bags had many broken up chips. The flimsy packaging (no support or padding-just bags in a box) can't stand up to UPS.,4.0,1.0
3575,"Not exactly sure whether it really mediate hairball issue because my short hair Russian Blue rarely vomits while my mixed medium hair toby vomits quite frequently, regardless of the treat. Nevertheless, my cats do love it greatly, always rushing to me whenever I grab it.",4.0,4.0
3576,"A good, flavorful and healthy snack you don't feel guilty munching on!  You don't need much else but a bottle of water and these.  They transport well and stay fresh",4.0,5.0
3577,"As for the merchant: Fast and  efficient, and accurate.  No hassle.  Which is all you can ask for.<br />As for the brand: I don't think any K-cups compare with French press or other traditional methods that produce such a nice, round, complete flavor.  But, for K-cups and speed, this brand is the best I've tried, and I've sampled many different ORGANIC brands and coffeemakers.",4.0,5.0
3578,"Oh my GOODNESS, this was DELICIOUS.  This snack bar is definitely going to be a staple in my pantry. It was soft and flavorful and satisfied my snack craving. It would be perfect for a quick energy boost at work, or just as a meal on the go in the morning! I will definitely be purchasing this item again.",4.0,5.0
3579,"Not as good as the old one with the BAD FOR YOU MSG inside lol My ribeye's won't be the same, but close enough for me to enjoy them.",4.0,3.0
3580,This water is so delicious.  Smooth and refreshing at the same time.  I went to the supermarket and purchased 12 1.5 liter bottles for $30.  Just a better value...,4.0,5.0
3581,"My 8-month old son is not the picky eater my first was. He had only refused one flavor of all the baby foods introduced to him in 3 months (and it was peas-can't blame him for that one) but he REFUSED to swallow the Rice & Lentil flavor in this variety pack. He actually spit it back out and then blew raspberries (cute, but messy). I tried several times over 2 weeks and got the same response each time. We will not be ordering this pack again even though he loved each of the other meals.",4.0,2.0
3582,"Good quality ingredients, a very good value in dry dog food.  I feed my dog high quality kibble like this and I also make about half her food.  Variety in dog food is recommended, dogs can develop allergies to food otherwise.",4.0,5.0
3583,Healthy and reasonably inexpensive for a healthy snack. Even my kids will grab one on the go.,4.0,5.0
3584,My husband and I love these. They taste SO good. I wish there were more in each package though! I would highly recommend!,4.0,5.0
3585,"This dressing is thick, hot and spicy, just as promised.  I found that if I dilute it down a little it is more to my taste and this makes the calories fewer.  I like the flavor, it turns any vegetableinto a party (I eat it on tomatoes, green beans and other vegetables cooked and raw - by themselves).  I'm definitely going to be buying more.",4.0,5.0
3586,"The product is fine, the plum seeds are fresh, reasonable price, arrived in a timely fashion.  Although I have gotten plum seeds before, from a different company, and I feel they tasted better. Thank you!",4.0,3.0
3587,"I purchased both red and white sheery from Diamanti.  <a href=""http://www.amazon.com/gp/product/B002RYY2JC"">Diamanti Specialty Wine Kit, White Sherry Style, 13.5-Pound Box</a><br /><br />They both tasted very similar, not enough distinction for me.  The red was lacking, thus why it's reviewed here.  For the price, it was OK.<br />I probably won't get the sherry again from this brand.",4.0,3.0
3588,buy this stuff all the time but I'm not sure why anyone buys it off Amazon because it is $4.17 a box here and its $2.00 a box at Walmart??,4.0,1.0
3589,"This syrup is not quite as good as it's competitor, but it is ok.  It makes a decent latte.  It is priced better, and I will probably buy it again.",4.0,3.0
