,productId,score,text
75977,B003WREBIK,4.0,"I LOOOOOOOVE arctic zero and spend an insane amount of money on them. I tried their new flavor Cookies and Cream and while it's good it tastes more like a protein mix than ice cream. My favorites in order are PB Chocolate,Mint Chocolate Cookie,Vanilla Maple,Chocolate. Iwouldn't recommend the strawberry-banana. Would try again if the make it just strawberry."
158717,B001189I3A,3.0,I'm disapointed because it didn't work on the under eye puffiness. But that could be because of an illness I have. I retain extra fluid under my eyes. It may work for others. It goes on nicely and is not greasy or heavy feeling. It's always good to put some kind of eye cream under your eyes for protection of the elements around us. That's why I only gave it a 3 star rating.
17943,B008ZRKZSM,5.0,I love this powdered peanut butter.  My boyfriend and I are peanut butter freaks so we were a little skeptical.  It takes exactly like regular peanut butter but with out all the fat and calories.  I use it with my Body By Vi shakes to make the Chocolate Peanut Butter Cup recipe.. but you can use it anywhere you would normally use regular peanut butter.
136351,B006Q820X0,1.0,If you can get water through the k cup the coffee is good.But I have had to much trouble with cloging brewer water not going through k cup and coffee grounds in the cup.I would not recomend.
124962,B004LQJJNS,1.0,"Most of the SodaStream syrups are good, some are better than others, but this one is terrible.  It is bitter, the reason for which is explained in the next paragraph.<br /><br />When mixing as per instructions on the syrup bottle there is insufficient room in the 1 liter mixing bottle for all of the syrup.<br /><br />Sorry, guys, you need to make the mixing bottles larger or make this syrup more concentrated so the measured amounts of water and syrup both fit into the bottle."
17707,B0010AR1E2,5.0,"If you're accustomed to a typical American diet of sugar and salt and grease, you're first impression might be that these rice cakes taste like packing peanuts. And that might be your second impression, too.<br /><br />However, once you put a few miles between yourself and the typical ""goo and glue"" diet, you may grow to like these rice cakes. The caramel flavor is my favorite, but the apple cinnamon isn't too bad either. They're good snacks and they're fairly healthy and they're good for your body and digestive system.<br /><br />To my horror, I see that they're sweetened with high fructose corn-syrup which is mighty disappointing. I'd think that the demographic type that's interested in eating rice cakes is also going to be the demographic type that's sophisticated enough to read labels and sophisticated enough to know that HFCS is a dirty word and an unhealthy sweetener.<br /><br />I wish these mega-monster corporations would go back to SUGAR and just add the 1/10th of a penny cost to the retail price. It'd be worth it to me and others, who struggle to keep their weight ""normal."""
77080,B001OCKIP0,4.0,"Very good stuff. Maybe a little hard, but I guess that's what REAL granola is all about. Very nice in vanilla yogurt or mixed with other granola cereal. Resealable packaging makes sure it doesn't turn into a big pile of amalgamated mush."
157637,B001RN8HJK,3.0,"I purchased a case of Paldo Hot & Spicy Noodles from amazon and have had 4 bowls so far.  I found them to be a decent, if slightly bland noodle.<br /><br />Positives:<br /><br />Price<br />spice slowly builds as you eat<br />not as salty as some other cheap noodles<br />noodles soften up better than some other brands<br /><br />Negatives:<br /><br />vegetables do not puff up and soften as well as the noodles<br />never achieves a level of hot that deserves the title ""Hot & Spicy""<br />oil in the soup itself separates quickly if you eat the noodles slow, imparting a oily film in your mouth<br /><br />Overall I found the Paldo noodles to be a nice change from the usually salty noodles you get at this price point, but was not impressed enough to buy them again."
17289,B000EVIDUY,5.0,"My son is allergic to milk and wheat on on the ASD spectrum so he's been on the Gluten-free Casein-free diet all his life. He loves these brownies. I make them with egg white and water instead of the oil to cut out the added fat, but they are still great and easy to make. The only drawback is that they are full of sugar, which makes my son hyper-stim so we have to dole them out one at a time.<br /><br />We buy them buy the case from Amazon every few months. Thanks Gluten Free Pantry."
241542,B001G8W7YC,2.0,"I don't normally use caffeinated products, but I read using them can increase gains at the gym.  I got the jolt of energy, but the taste of the gum is bitter and artificial (as in, it tastes like your eating a chemistry set).  I might have given it a higher rating had the taste not lasted so long.  I had to eat a peice of cinnamon gum just to get rid of it.<br /><br />Yea! Now I have a couple hundred pieces to see if my muscles notice a difference!<br /><br />Stick with coffee."
133299,B0090X8IPM,1.0,"Sadly, this tasted like nail polish remover smells.  Really bummed out as I love Seattle's Best Coffee Vanilla (a Starbucks-owned company)."
77708,B001LG940E,4.0,"Light fizz, cherry taste, no sugar, juice drink.  Much better idea than sugary drinks and the carbonation is lighter than colas.  If you like carbonation cherry but want no added sugar, this is the one for you.  Its got a nice sparkle without overdoing it.  Conventient little cans, though I can see these drinks being served in champaigne glasses for some elegance."
237312,B00284TSTA,2.0,"I've ordered the 192-pack of Irish Creme coffee creamer twice. The first time, it was great. The second time, which was delivered today, was a mess. Two of the creamers had leaked, so all were wet and messy. There was creamer running out of the bottom of the box. And, I think the shipper knew that there was a problem, because the cardboard box containing the bubble-wrapped creamers had been put inside a slightly larger cardboard box in an attempt to contain the leakage. I had to find the ones that had leaked and then wash and dry all the others (all 190 of them). It took a long time."
125139,B000NY8OLK,1.0,"Here's the email I wrote to the Lindt company after my first taste of the ""new"" version:<br /><br />Hello,<br />I have loved your 70% Excellence bar since I first discovered it 3 years ago. The slight tang of fruity notes was very unique and simply delightful. Also - knowing that only the highest quality chocolate is made with enough cocoa butter to preclude the need for soy lecithin, I was impressed that your 70% Excellence bar was soy-free. Like many other Americans, I typically avoid soy for health reasons.<br /><br />However, your new version of the 70% Excellence bar is entirely a disappointment. Its bland flavor is not disagreeable but it certainly lacks the character of your previous recipe. And I see that the quality of ingredients has also been sacrificed - the 70% bar now contains soy lecithin. This chocolate no longer stands out from any other chocolate available on store shelves.<br /><br />I will now be buying my chocolate from a different company. But if at some future time you decide to resume your previous version of the 70% Excellence bar, I will be pleased to buy from Lindt again."
152923,B0049J2VZU,3.0,They were good. The foil kinda awkwardly sticks to the chocolate so its kinda like getting into a sticky fort knox. But tasty.
131888,B0001FQV9S,1.0,In stores you can by this pack for less than five dollars. 2 dollars on sale!<br />Compare to normal price you are paying twice more and to sale price 5 times more + shipping.<br />Way overpriced.<br />Do not fool your self...
249888,B000FSPQTM,2.0,"This was the most flavorful jerky I have eaten, but all 12 of the containers were less then 1/2 full. It took 2 to make almost 1. I would like to try it again, but I would be wondering if I would get the same amount. It said on the package .44 oz it was not close."
17335,B000EVIDUY,5.0,"I can make some really good brownies from scratch but if you want to save time, you can't find better brownies in a box than this. Chewy, rich and moist with a crunchy crust - people who don't have to eat gluten free keep asking for them."
18049,B008ZRKZSM,5.0,I'm on Weight Watchers and saw this product being used in many diet recipes.  It is fabulous and only 2 WW points + per 2 T.  Frozen banana mashed with PB2 is like ice cream.  Can't wait to try more recipes!
16588,B004GU3YXA,5.0,"I bought some Good Sense sunflower nuts at Walmart and really liked them. They were 1.68. I was glad to find them on Amazon in a 12 pack for 16.98. Not only was it like getting 2 free when you buy a dozen, free 2 day shipping on Amazon Prime; our ""local"" Walmart store is 40 miles away. If you don't have Prime, it's well worth it for us.<br /><br />The quality of these sunflower kernels is outstanding! Fresh,a bit sweet touch of salt not coated like some honey roasted peanuts tend to be. Very refreshing and a healthy addition to your diet.<br /><br />These are produced in New Hope, MN. Right in the heart of the Midwest. I'm sure from farm fields around the area. Great to see a health snack made right here from local sources.<br /><br />Give these a try. I'm sure you will enjoy them as much as my bride and I.<br /><br />Update: The price has gone up from 16.98/12 and found they are selling for 1.00 at Menard's up here in the midwest. Walmart was at 1.68 ea. Great product but might want to shop around for the best price. Prime is a good deal if the price is fair. Over 20.00/12 seems bit too high for me."
134136,B000J0II1Y,1.0,"This is the absolutely worst thing I have ever tasted in my entire life.  I have been doing low carb for a long time, so I understand that even though something is advertised as something such as a ""country biscuit"" that it wont have the same consistancy or taste that a regular biscuit would.  However, this was NOTHING even resembling or tasting like a biscuit.  I would definitely NOT recommend this product.  Every last bit of this went into the trash, along side the money I spent to purchase it."
239678,B000ST9ASQ,2.0,This will suffice for lunch if you have nothing else. It's watery with very little cheese taste. It will get you through lunch but that's not saying much.
159468,B007WMDITY,3.0,Tropical trance has a unique taste that seems to have a slightly licorice flavor note.  It's okay but I prefer other tastes and will probably not purchase again.
17521,B0045Z6K50,5.0,"Robust flavor, perfect for that first cup in the morning, and rich enough flavor for a larger mug. My favorite coffee to start the day."
77427,B001EQ4RVC,4.0,"Mauna Loa has excellent name recognition in the snack nut market for decades. However, it is always challenging to insure that their products are fresh because Mauna Loa still insists on placing cryptic embossed alphanumeric codes on the bottom of each can which makes it nearly impossible to insure you are receiving fresh product (despite Mauna Loa's insistence to the contrary). I would contact Mauna Loa (now owned by Hershey Foods), register your vote for making an easy to read ""fresh through"" or better still, ""Produced on"" date MANDATORY for all food products. While on the phone, ask them to decipher your can codes and provide you with a code deciphering"" sheet until they do the right thing. You can find their toll free number listed on each can or package they sell. These cans are nearly impossible to find on grocer's shelves in the U.S. mainland,due to shelf space limitations and competitive slotting fees in the supermarkets. Nevertheless, they are still in my opinion, the best quality macadamia nuts on the market if you are a nut aficionado like myself. I now only purchase them through Amazon via subscription to insure a continuous supply and avoid ""macadamia nut withdrawal""! Enjoy!"
167554,B0014H18AY,3.0,"I wanted to try Anchovies and I figured that the capers would make them a little less scary because I like capers. They were ok but the salt was off the charts for me. I enjoy lots of salty stuff like Jerky and Sunflower seeds but this was so salty that I pretty much could hardly eat them. I forced myself to eat most of the can because I didn't want to waste them, I tried eating them with bland crackers thinking that might make the saltiness less but still pretty salty. So I wouldn't necessarily tell someone not to eat them, just fair warning- it is a very salty product."
136470,B006Q820X0,1.0,"Tried to make coffee with is New k-cup from Brooklyn bean roastery,  Used four K-cups and each one had a bunch of coffee grinds in the coffee cup.  Coffee tasted good but to much grinds to enjoy it."
17923,B008ZRKZSM,5.0,"How about this idea? Even though we buy the non-hydrogenated ""natural"" peanut butter (Skippy, mainly)  sometimes it is still separated so there is oil on the top. Even though you can mix that oil back into the peanut butter, when you do the results are usually a fairly runny peanut butter unless you refrigerate it. Or, you could drain the oil off, but that's such a waste. So, we like to mix in some of this powdered peanut butter to thicken those runny non-hydrogenated peanut butters up! The flavor is never diluted, it is rich and delicious!"
163966,B00497LNRY,3.0,"Great oatmeal, but BUYER BEWARE! Wal-Mart sells these boxes of 5 packets for $1.32 each. So you are essentially being charged $15.03 more than you need to pay!!!!!!"
255632,B001MVDGIY,2.0,"My family and I really like the plain vanilla brown rice treats so we were excited to try these. All four of us, two adults and two children, could not even finish one bar. They really do taste horrible to us. The raspberries dont taste like raspberries. My 8 year old said they taste like windshield washer fluid smells. What a comparison! $5 for a box of 5 at our local health food store was such a waste of money. I would buy the vanilla again but never these!"
17560,B000CMIYWM,5.0,"Yogi Tea's offer high quality tea that taste wonderful.  They offer more complex flavors than traditional grocery store brands, and by purchasing them online, you get excellent prices.  My favorite teas of theirs are Calming and Bedtime.  Both seem to offer wonderful side effects of the feelings of relaxation.<br /><br />If you are not a big tea drinker these are still worth a try.  The flavors are complex and unique.  They are not a single note tea.  I have found these teas to never be bitter, and they are quite good without adding extras to make them taste better.<br /><br />I also like the lovely packaging, and the fortunes included on each tea bag.  I have found their blends to be unique and while I generally prefer bulk tea, that these are my favorite bagged teas.  If you looking for a tea that will help take the load off, give this one a try."
131281,B0002D9YHU,1.0,"Misleading Advertisement:<br />I will start by saying that this product is very good, which is why I am shopping for it. I spotted that it was available through Amazon and found most were selling the 1.75 oz box which has 5 bags x .35 oz. The problem here is that this vendor is selling the 1.75 oz box and showing the 3.5 oz which has 10 bags x .35oz per box, instead. The picture is what brought me to this seller since I knew what I am looking for. People that are unfamiliar with the product sizes can be easily fooled by this type of deceptive advertising. It is my hope that they read this before committing to the purchase."
236058,B004LWRH22,2.0,"We normally use the Bioitalia canned lentils, but they have been out of stock here on Amazon for quite a while now. Since these seemed to be a very similar alternative to our usual lentils, we went ahead and ordered a case.<br /><br />However, we have not been pleased with the results through the first three cans. We have found tiny rocks in two of the  cans and the third was spoiled, tasting sour and making a loud pop when opened. This company definitely needs to work on their quality control. The lentils themselves taste fine (when not spoiled), but you better watch out for the rocks if you want to avoid a trip to the dentist... As for us, we will stick with the Bioitalia lentils from now on, even if we have to track them down an hour away from our house at Whole Foods, as we have been through a few cases of those now and found no rocks as of yet...<br /><br />Edit 9/27/11: I added a photo of our ""rock collection"" through 4 cans to the main product page."
240549,B001EO5T52,2.0,"I love that it is American made from renewable sources (Birch trees), and the taste is great (better than splenda or stevia)--absolutely indistinguishable from sugar. However, a couple of days of use had my wife cramping and a bit distressed in the nether regions. Now the canister stands a bit sadly unused (hey, don't look at me--I like sugar!)."
251941,B000E4C898,2.0,"I was trying these as a change of pace from the Turkey Jerky I normally eat.  They taste ok (nothing special), but several of the medallions (in at least 3 bags so far) had 'crunchy' bits in them.  I suspect it was gristle, or possibly small bone fragments.  Not pleasant to eat.<br /><br />I may have just gotten a bad batch (other than the crunchy bits, I'd give these a 4 star rating)."
82046,B001PNYKO8,4.0,"The oil is quite tasty, though not quite as strong as some of the pumpkin seed oil that I ate when I lived in Austria. The price is much better than some of the others, especially when using subscribe and save. I love this on salads with balsamic vinegar."
18046,B008ZRKZSM,5.0,This is the best product ever. I used to put regular peanut butter in my chocolate shakes and it would stick to the blender jar. Just add a tablespoon of this powder in the jar and blend away. It is fantastic.
167583,B001EO5XW6,3.0,"Coco Lopez is OK, but Coco Casa is much better.  Unfortunately Coco Casa is harder to find so when I run out I often have to resort to Coco Lopez.  Everyone notices the differences, whether told in advance or not."
160503,B00014CZQC,3.0,"i am not a fan of licorice so that might be the main reason why i won't buy this tea again.  it's not bad.. but nor do i enjoy drinking this tea.  it smells great but after a good swig.. it leaves a negative sensation of drinking something with too much sweet & low.  maybe that's the licorice...  it's not bad.. hence the 3 stars.. but i'm not enjoying this as much as my standard herbal teas.<br /><br />as to its intended purpose, it just made me gassy with really bad smelling farts. :o)  maybe i just need to wait a little longer..<br /><br />but man.. i don't like licorice.  should have read the box before i bought it.."
152700,B0018CIPS8,3.0,"I got a sample from a pet shop, as I wanted to try grain-free food for my cats. Unfortunately, none of my cats wanted to eat the kibbles. They sniffed it, and turn away, tails and nose high in the air. They loved Orijen cat food and Fussie Cat wet food, by the way. I think they (my cats) are just choosy :("
136463,B006Q820X0,1.0,"Yep, another victim.  My box contained two cups that had leaked grounds.  First two in the brewer were spectacular blow outs, the next two dumped ground into the cups.  I've contacted BBR for replacements, let's see how that works out.<br /><br />Edit:  I should point out that I rather enjoy the coffee itself.  Since I have one of the Keurig inserts for brewing your own grounds, it's a matter of opening the BBR package and dumping in the contents.  The coffe has that strong taste to it that reminds me of coffe thats been brewing all day.  Similar to Coffee People Jet Fuel, I'd choose this over Jet Fuel if it weren't for the packaging issues.<br /><br />Fix the issues and the review would be a 4."
17324,B000EVIDUY,5.0,"I baked them for the first time today, and my whole family loves them.  I will definitely be making these alot."
79869,B00153SSY6,4.0,"The first bag, all three of my cats gobbled up.  However, my oldest cat started losing his fur and turned his nose up at the second bag.  I don't think there was anything wrong with the food.  The other two were still happy.  He's just getting older.  So while I still had enough to easily transition them, I went back to a completely grainfree food."
134034,B0024NXVZW,1.0,"I used to drink this tea every day. It was refreshing, left no after taste and doesn't taste like a diet drink. Well, they did something a certain soda company did and changed the formula. It's absolutely horrid now. After twenty minutes the after taste is<br />Still lingering and it gave me a headache! Right now only the hourglass and spiral shaped bottles contain the new flavor. Avoid them at all costs!"
17459,B0045Z6K50,5.0,"We've found that 3 of the bold coffees in a large blender with milk, ice and a dab of peanut butter make a to-die-for frozen latte drink--and it's much cheaper than Starbucks. I may, however, have to switch to automatic coffee delivery because we use so many k-cups. Love 'em..."
80798,B003DMXDGA,4.0,"These cheese curls taste much better that biscuit company variety, being a much more enjoyable, cheesier experience.  They are preservative, guilt free, low in saturated fat, and a rather nice expiration period, so you don't have to worry much about gorging on them before they expire."
17400,B001ELL6ZC,5.0,My got the first round of these as a gift and I was elated to find them on Amazon. They are wonderful!
133582,B002C58RME,1.0,I ordered this coffee based on the other reviews.  All three bags were rancid with quite a sour aftertaste.  Whichever community that spawned this coffee can keep it.  Please pass on this unless you are angry at your mouth and want revenge.
17294,B000EVIDUY,5.0,"The best gluten free brownie mix I have found.  Makes soft, chewy brownies.  The entire family loves them, even my teenager.  I made them and sent them to my celiac and non-celiac kids in the service.  Noone could tell the difference from the regular ones I use to make."
75604,B0050JL44W,4.0,"Renal diet foods tend to be really dry and my cat won't eat them. This food is different. It's got lots of moisture and apparently decent taste, since my kitty eats it up! And getting a renal kitty to eat is SO important!"
157397,B0019QT66I,3.0,"I was told to use this product for tight muscles.  It seemed to help with that.  It tastes so bad, I have to put it in juice  to hide the taste."
17236,B00474G3BU,5.0,"I use this on veggies, meat, and about everything. It is especially good on veggies and chicken. Would be great on fish also, but I have not tried it. My wife makes a chicken in white sauce with this seasoning that is out of this world. I have used it on beef and pork and it is great!"
159645,B000V9EIIU,3.0,"I love Nips coffee candy - since I need to cut down on sugar, I ordered these. They do not taste like the regular Nips coffee candy, but they are still good tasting. The batch I got was melted and had run out of the wrapper. The pieces are all stuck together, so you could definitely not put a bunch of them in your purse or stick them in a pocket like I like to do. The 3 rating is because of the mess, not the candy. I recently bought some Woerther's sugarless coffee candy to carry in my purse, cause I have to eat the Nips candy when I'm at home and can wash them off my hands - they make a mess.<br /><br />They are sweetened with Maltitol, not Sucralose."
157270,B0019QT66I,3.0,"Was recommended this product by my acupuncturist to help with sleep and to keep the body 'regular.' Been taking Natural Calm Plus Calcium for 3 nights now. I am a small person, so only started with a half a teaspoon. I put it in Decaf Green Tea and take it before bed. It tastes fine, a little sweet. Now it's Day 3, and I don't know if this is one of those products that require 8 hours of sleep, but I feel foggy and exhausted, and have that 'sleeping pill' feeling, like I took a sleep aid but didn't sleep enough. (I sleep about 7 hours a night.) It's really not pleasant.<br />Am willing to try it some more, and will also be trying just the 'plain' Calm without the Calcium, Potassium, and Boron. Maybe those are messing with my head, not sure. Yesterday afternoon I was feeling funny, nauseous and also foggy in the head. I will say that I am sleeping more soundly at night, but to wake up feeling this groggy, and to have it last well into the morning is not fun. I will be testing more, but it seems to be doing funny things to me."
161683,B004B9HZKY,3.0,I never got the wow factor with the dog food tht I was expecting. Currently my lab and border collie are on Nutro sensative stomach. I fine it is just as good if not better than Nutrisca. For the price Nutro is slightly cheaper but is much easier to find. My local pet supply carries Nutro. I haven't yet found a local supplier for Nutrisca. Didn't see any sort of improvement with the food and it didn't seem like the dogs were all that interested in it. They ate it but it sat around alot longer before they dove in.
136092,B005SPQENY,1.0,"I've tasted green tea infusions before and they are usually quite tasty Chantea is not tasty, infact it is too sweet, has an aftertaste, tasted like canned artificial lycees, plus acted like a fast laxative.  I originally come from the tropics so I definitely know how good, fresh passion fruit tastes like and there is no such taste in this drink.  The aloe and green tea flavors are not even noticeable because of the overwhelming sugar taste.  Most of the drink was poured down the sink.<br />Final verdict: I would not drink this again."
161093,B000E1694G,3.0,"I like these soups because they are filling, tasty, convenient, and sometimes cheaper to buy through Amazon. I send them to my daughter so she has a quick work lunch, and now her son liikes them as an after school snack. The sodium is a bit high but much better than other instant noodles.<br /><br />Also good for earthquake and emergency kits, though they need some water to rehydrate."
156046,B000TQBEFK,3.0,"I am in the OWL phase of Atkins (Ongoing Weight Loss)and started missing Greek Yogurt with honey, thought this would be great to put on my Oikos yogurt.  After reading a good review from another customer who used it for this exact purpose I thought I could not go wrong, but boy I sure did.  I really don't understand how anyone can say this tastes like honey!  I know I have been sugar-deprived for about 3 months now but this has ABSOLUTELY no honey flavor to me at all.  It is sweet and syrupy but doesn't have any taste whatsoever.  So if you are doing low-carb and craving a honey flavor, pass this one up.  If you just want something sweet on your toast or in your yogurt, save your $$ and use the sugar-free pancake syrup, at least it has an actual flavor.  I will wait until I am in maintenance phase & go back to the real honey, just use less."
235705,B002EYESYO,2.0,"As warned by other reviews, I received the WRONG product! Thank goodness i dont mind the coffee chocolate flavor too much, but i had tried the raspberry, preferred it, and ORDERED it! If this was a restaurant i'd get an apology from the waiter and my dish would very likely be complimentary considering i'd eat after my friends' food would be done (or COLD!)."
131035,B0002L3BYE,1.0,"This stuff tastes like glue.  There is no hint of marshmallow flavor in it at all. I am a person who never eats packaged or processed foods so my taste buds are different from when I was eating packaged things regularly in the past, now I can actually taste individual ingredients in foods like salt, pepper, spices. So, to me, this tasted like licking the bottom of a shoe or eating glue.  Full of chemicals, no food taste to it at all.  Now a year ago when I regularly ate processed foods my taste buds probably would have found this to not be so nasty..."
125952,B001IZM81A,1.0,"After reading the reviews, I ordered this extract.  I now have 3 bottles of almond extract that has absolutely no taste whatsoever!<br /><br />While it does smell like almond extract in the bottle, there is no flavor at all when added to my recipes.<br /><br />I've tried using lots more than the required amounts and still nothing.<br /><br />I wouldn't recommend purchasing this item."
135559,B003E6IQWQ,1.0,"Wow, now I know people are stupid to pay almost $40 for 12 cans of this.<br />Do you know how much SCAmway pays per case for the manufacturer?  About $2 a case.<br />No IBO even knows that, they pay SCAmway almost $30 a case. SUCKERS!"
236586,B008YA1NWC,2.0,"I was sure I'd LOVE this coffee, but the coconut taste is very artificial and overwhelming...I was so disappointed.  I will take the Hazelnut GM Coffee over this any day.  It does smell good while brewing :)"
164322,B002915VF2,3.0,I found that the dessert had little flavor to it; I didn't taste any peanut butter and the chocolate was mild.  The most satisfying things about it are the minimal number of calories in the entire carton and that it seemed to curb my craving for real ice cream.
240909,B000NBQUNW,2.0,"My doctor wants me on statins but I think the possible side effects are<br />worse than the cholesterol the drugs treat.  These chews sound like a great idea.  The taste is ok - not great but ok.  However, the texture is yucky.  One reviewer said waxy but to me it's more like slimey and the slimey feeling stays after the chew is gone.  I've only had a few so far<br />and I really don't know if I can make it through the bag much less order them again.  The chews may lower cholesterol but only if you can tolerate them and I don't think I'll be able to do that.  I think the company needs to rework the formula.  It's back to the drawing board for me.<br />Amazon's service was great (as it usually is).  They came fast and in perfect condition so it's only the product that I'm complaining about.<br />I just had another one and actually I'm not too happy with the taste either."
79037,B003V33YU6,4.0,"Considering I ordered this mistakenly thinking it was whole-bean (thanks to my erroneously trusting Amazon's less-than-stellar search engine), this coffee, as all the other whole-bean coffees I've ordered from this roaster) is more than satisfactory, but less than great."
17422,B0045Z6K50,5.0,"I got this as a sample with my new Mr. Coffee keurig machine.  I usually only drink one cup here and there fairly inconsistently and I am absolutely loving how k-cups work.  That being said, this k-cup made the best coffee I have ever had, hands down.  It isn't bitter at all and has a nice bold flavor that sends a warmth of delight radiating out from your taste buds. It seems a bit bold for a medium roast, so keep that in mind. It does say ""extra bold/very intense"" on the cup after all.  However, it is perfect for someone who enjoys a strong and fairly intense cup. I will continue to try other k-cups but I have a feeling this will become my staple, go-to brand for some time to come.  I always liked coffee but would not consider myself a ""coffee lover"".  Between this cup and my new machine to brew it with, I'm definitely heading in that direction.  Try some!"
17535,B0045Z6K50,5.0,"Yummy!  Great ""everyday"" coffee.  Newman products in general are wonderful for you and the earth.  This k-cup and Jet Fuel k-cups are enough for me!"
125690,B004B44ZQ6,1.0,"Although our dog loved the taste of these bully sticks, they smelled to high heaven.  I know that bully sticks aren't supposed to smell like roses, but these things were the worst!  It smelled like the worst case of foot funk ever.  I thought that maybe if I aired them out it would be better, but that did not help.  Our dog was so excited to have this treat, but in the end, we threw them all away because we couldn't handle the odor any longer."
18042,B008ZRKZSM,5.0,This product is an excellent addition to my morning protein shakes. I have used this product every morning for the last 45 days in my chocolate high protein shake to give it a Peanut Butter Chocolate Treat to it. Sometimes when I am craving a nighttime sweet dessert I use chocolate protein with the PB2 to create an amazing dessert to curb my cravings. This works great especially for those watching what you eat and trying to lose weight.
168506,B0001ES9F8,3.0,"Huge Senseo coffee fan, but this flavor doesn't really hit the mark. It's nice, but in small doses. Dark Roast is probably the best out of all the selections they have."
17645,B003QWN6B4,5.0,Its delicious but not too sweet . Its double delight the coconut with milk chocolate its a treat. My friends love the taste.
241634,B0081XPTBS,2.0,"I bought this formula thinking I'm buying the best for my 8 month old. Even though this wasn't available in the smaller 8oz size which I would have prefered to ensure that my son liked it, I went ahead and bought it since he's not a fussy baby and easily took Similac and Enfamil earlier.<br /><br />I used formula only to supplement breastfeeding and gave about 2-4oz of this daily to my son for 4-5 days. During this time, we noticed that he was very cranky and didn't slepe well, would scream even in his sleep and keep curling up and rolling in bed, sort of banging his face and head on the mattress. I attributed this to teething or constipation. But when over the weekend I did not supplement at all, he was completely fine. Then to test, I gave it to him again after he had been fine for a couple of days and had also pooped well. Even after just 2 oz in the afternoon, he started doing the same thing...screaming, rolling in bed, unable to sleep well.<br /><br />I also read that there is an issue with the way the DHA is obtained, using some toxic chemical, when researching this formula to find if other mom's had seen the same issue with their children. I give it a 2 rating as I don't know if it just didn't suit my child or if there is something not good in the formula."
76778,B0049ULB78,4.0,I liked all the K-cup coffees.  This one was strong/dark but was not overly bitter.  I used it with the travel mug setting on the coffee maker and it was just right.
82605,B000FA15D6,4.0,"My kids LOVE these things. They are so convenient too.  I really like to order from Amazon, because it is so convenient... but watch the price on these little babies. I originally bought these in Sept 2011 for under seven dollars. 2 months later the price is over 14. Really?! I can appreciate inflation, but this kind of price increase is robbery!"
128643,B001EQ55Y0,1.0,"These almonds aren't actually smoked. It's too bad that they are allowed to call them ""Smoked Almonds"" when the almonds have never been near any smoke and the flavor comes out of a bottle."
166833,B0006U3NIU,3.0,"my dog doesnt like the toy that goes with these. the treats are ok, she loves the treats by themselves."
17418,B0045Z6K50,5.0,"Of all the K-cups I have tried....this is the very best.  Never bitter and always strong enough for the good bold flavor to come thru. I've tried others that were listed as Bold, but they lacked depth and had a bitterness to them. SO,  for me it's Newman special blend all the way!"
243703,B000SAPXGS,2.0,"I'm not a fan. The bag I received had little to no mint flavor. It has mild tannins associated with green tea, but the flavor is unimpressive. I was hoping for more of a mint flavor, but I don't get it with this tea. The bag smells quite minty, however.<br /><br />I purchased a bag of the Davidson's Rooibos and that is very tasty. Perhaps this tea just isn't for me?"
240580,B00113ZZ5U,2.0,"Too grainy and not a distinct coconut flavor. I was expecting a coconut milk consistency for frozen deserts, coffee and soups. Too much oil in this product to use in coffee and too grainy for soups and deserts.  It may be good for baking, but I haven't tried that as yet. I do like the fact that it is condensed and you add water to it, good packaging."
17791,B000EVMNO6,5.0,these are the best things in the world.  my family and i love love love them.
168607,B0001ES9F8,3.0,"I'm a fan of Hazlenut creamer in my coffee, but if you are expecting the same taste with this coffee, like I was, you will be disappointed. It tastes like weak regular coffee with only a faint hint of hazlenut. I also purchased French Vanilla and had the same reaction.  I still had to add my creamer. I really like the Senseo coffee (I use it with my Hamilton Beach single cup maker) but I don't think I will buy the flavored anymore. I will stick with the regular and add my creamer."
124884,B005BHIESC,1.0,I tried two different flavors of Vita CoCo Coconut water both had a plastic taste that i didn't like.When one arrived it had the plastic cap broken off but it still had the foil seal so i felt safe drinking it.Glad i just tried  one of each flavor.
165976,B002JLT5D6,3.0,"I like soynuts. I think these would be better to snack on if they weren't so dry. So not sure<br />exactly their process. I will say, I put them in my cereal, and with the milk and other things I add,<br />they are fine."
240201,B001VJ0B0I,2.0,"I have a 1.5 -year-old, 60-pound Boxer/Pitt Mix she loved the food; gobbled it right up.  However, I then did some additional research online and was surprised to discover that this dog food probably isn't the most healthy nor nutritious thing to feed my Joy-Joy.  Since the main source of protein comes from chicken by product; basically what's left of a slaughtered chicken after all the prime cuts have been removed.<br /><br />I think we will stick with <a href=""http://www.amazon.com/gp/product/B000GZ1BNE"">Blue Buffalo Large Breed Puppy Dry Food, Chicken and Rice Recipe, 30-Pound Bag</a>.  Joy-Joy loves the favor and it is what my vet recommended."
127396,B005VOONKI,1.0,"My husband has one of the Hamilton Beach One Cup Coffee makers that uses Senseo pods.  So when I saw this coffee came in pods, I decided to try it since I haven't found any other competitors for Senseo.  Unfortunately, this was just bad.  When I opened the pouch, it smelled bitter.  When he brewed a cup, it smelled and tasted burnt.  It wasn't weak, as some other reviewers have stated, but it tasted so bad he poured the rest of thecup down the drain.<br /><br />Obviously, any food item is a matter of individual taste.  However, this smelled bad to me (a non-coffee drinker who loves the smell of brewing coffee), and even flavored creamer couldn't make it palatable for my husband. The price is reasonable, but I just can't recommend it."
